Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
1,1,10/24/2019,30-059,HOU,,MIL,L (-6),1,36:26:00,2,13,0.154,1,8,0.125,14,14,1,2,5,7,14,1,1,7,5,19,16.1,-3
2,2,10/26/2019,30-061,HOU,,NOP,W (+3),1,36:05:00,8,29,0.276,2,18,0.111,11,12,0.917,0,4,4,5,1,0,8,3,29,8,7
3,3,10/28/2019,30-063,HOU,,OKC,W (+4),1,36:52:00,8,21,0.381,3,14,0.214,21,22,0.955,0,3,3,7,1,1,4,5,40,29.6,-4
4,4,10/30/2019,30-065,HOU,@,WAS,W (+1),1,37:30:00,18,32,0.563,6,14,0.429,17,18,0.944,1,2,3,9,1,0,4,3,59,46.8,6
5,5,11/1/2019,30-067,HOU,@,BRK,L (-7),1,36:39:00,10,31,0.323,2,16,0.125,14,15,0.933,2,3,5,8,0,0,5,3,36,19.6,-14
6,6,11/3/2019,30-069,HOU,@,MIA,L (-29),1,26:26:00,6,14,0.429,3,9,0.333,14,14,1,1,3,4,3,1,0,6,4,29,18.7,-17
7,7,11/4/2019,30-070,HOU,@,MEM,W (+7),1,37:15:00,12,28,0.429,7,16,0.438,13,18,0.722,4,6,10,6,2,1,7,2,44,30.9,10
8,8,11/6/2019,30-072,HOU,,GSW,W (+17),1,35:18:00,10,23,0.435,6,16,0.375,10,13,0.769,0,4,4,13,3,3,5,1,36,32.7,20
9,9,11/9/2019,30-075,HOU,@,CHI,W (+23),1,35:48:00,12,27,0.444,9,19,0.474,9,11,0.818,1,9,10,9,2,0,6,1,42,32.4,36
10,10,11/11/2019,30-077,HOU,@,NOP,W (+6),1,38:16:00,13,25,0.52,3,11,0.273,10,14,0.714,0,4,4,9,2,1,6,4,39,27.7,-4
11,11,11/13/2019,30-079,HOU,,LAC,W (+9),1,44:27:00,12,26,0.462,7,13,0.538,16,17,0.941,0,6,6,7,3,0,6,0,47,36.9,10
12,12,11/15/2019,30-081,HOU,,IND,W (+9),1,40:27:00,13,26,0.5,6,14,0.429,12,14,0.857,0,8,8,5,4,0,3,4,44,35.5,18
13,13,11/16/2019,30-082,HOU,@,MIN,W (+20),1,38:41:00,16,41,0.39,8,22,0.364,9,11,0.818,1,5,6,6,0,0,5,4,49,25.7,16
14,14,11/18/2019,30-084,HOU,,POR,W (+24),1,33:06:00,11,19,0.579,5,10,0.5,9,10,0.9,1,5,6,5,1,1,3,4,36,29.5,27
15,15,11/20/2019,30-086,HOU,@,DEN,L (-10),1,37:06:00,8,16,0.5,4,8,0.5,7,10,0.7,1,6,7,7,3,0,8,4,27,18.6,-17
16,16,11/22/2019,30-088,HOU,@,LAC,L (-3),1,42:20:00,9,16,0.563,5,11,0.455,14,18,0.778,0,8,8,12,2,0,4,4,37,35,6
17,17,11/24/2019,30-090,HOU,,DAL,L (-14),1,41:17:00,11,24,0.458,2,15,0.133,8,10,0.8,1,8,9,11,1,0,6,5,32,22.6,-12
18,18,11/27/2019,30-093,HOU,,MIA,W (+9),1,35:15:00,9,23,0.391,7,17,0.412,9,10,0.9,2,4,6,5,1,1,2,0,34,26.9,11
19,19,11/30/2019,30-096,HOU,,ATL,W (+47),1,30:41:00,16,24,0.667,8,14,0.571,20,23,0.87,0,3,3,8,3,1,5,3,60,52.4,50
20,20,12/3/2019,30-099,HOU,@,SAS,L (-2),1,48:31:00,11,37,0.297,4,20,0.2,24,24,1,3,6,9,6,4,0,5,4,50,34,-3
21,21,12/5/2019,30-101,HOU,@,TOR,W (+10),1,40:24:00,7,11,0.636,3,5,0.6,6,6,1,0,7,7,3,5,1,4,5,23,22,7
22,22,12/7/2019,30-103,HOU,,PHO,W (+6),1,39:04:00,8,27,0.296,3,17,0.176,15,18,0.833,2,4,6,4,3,1,0,3,34,25,9
23,23,12/9/2019,30-105,HOU,,SAC,L (-1),1,39:53:00,8,19,0.421,3,10,0.3,8,8,1,0,4,4,10,2,1,8,4,27,18.2,-6
24,24,12/11/2019,30-107,HOU,@,CLE,W (+6),1,41:16:00,20,34,0.588,10,18,0.556,5,5,1,0,3,3,8,2,2,6,3,55,41.9,10
25,25,12/13/2019,30-109,HOU,@,ORL,W (+23),1,36:14:00,19,31,0.613,10,15,0.667,6,6,1,2,3,5,7,2,3,3,5,54,46.2,21
26,26,12/14/2019,30-110,HOU,,DET,L (-8),1,38:28:00,14,33,0.424,4,13,0.308,7,8,0.875,2,4,6,7,1,0,4,4,39,24,-11
27,27,12/16/2019,30-112,HOU,,SAS,W (+2),1,36:13:00,10,29,0.345,4,13,0.308,4,4,1,3,5,8,7,1,1,2,3,28,18.7,10
28,28,12/19/2019,30-115,HOU,@,LAC,W (+5),1,36:14:00,8,16,0.5,5,11,0.455,7,10,0.7,0,1,1,10,2,1,6,4,28,21.2,1
29,29,12/21/2019,30-117,HOU,@,PHO,W (+14),1,34:00:00,15,27,0.556,9,19,0.474,8,9,0.889,1,5,6,7,0,1,4,5,47,35.5,2
30,30,12/23/2019,30-119,HOU,@,SAC,W (+9),1,37:42:00,10,19,0.526,4,11,0.364,10,12,0.833,0,5,5,5,2,1,3,2,34,27.8,7
31,31,12/25/2019,30-121,HOU,@,GSW,L (-12),1,38:13:00,9,18,0.5,6,10,0.6,0,1,0,1,5,6,11,3,0,2,3,24,24.3,-18
32,32,12/28/2019,30-124,HOU,,BRK,W (+10),1,39:02:00,17,27,0.63,6,10,0.6,4,9,0.444,2,8,10,6,1,3,3,2,44,37.2,16
33,,12/29/2019,30-125,HOU,@,NOP,L (-15),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
34,33,12/31/2019,30-127,HOU,,DEN,W (+26),1,33:56:00,10,17,0.588,6,9,0.667,9,13,0.692,0,3,3,6,1,2,4,2,35,28.2,21
35,34,1/3/2020,30-130,HOU,,PHI,W (+10),1,40:49:00,13,24,0.542,6,12,0.5,12,12,1,1,10,11,11,1,1,5,3,44,39.3,10
36,35,1/8/2020,30-135,HOU,@,ATL,W (+7),1,39:44:00,9,34,0.265,4,20,0.2,19,23,0.826,2,8,10,10,2,3,8,2,41,25.3,-3
37,36,1/9/2020,30-136,HOU,@,OKC,L (-21),1,26:33:00,5,17,0.294,2,9,0.222,5,5,1,1,2,3,3,0,1,1,2,17,9.4,-25
38,37,1/11/2020,30-138,HOU,,MIN,W (+30),1,27:42:00,8,17,0.471,6,11,0.545,10,13,0.769,0,12,12,8,2,0,11,3,32,21.1,15
39,38,1/14/2020,30-141,HOU,@,MEM,L (-11),1,39:08:00,13,37,0.351,5,19,0.263,10,11,0.909,3,3,6,6,0,1,1,3,41,25.6,3
40,39,1/15/2020,30-142,HOU,,POR,L (-10),1,36:24:00,3,12,0.25,1,6,0.167,6,8,0.75,3,5,8,7,0,2,2,5,13,10.9,-11
41,40,1/18/2020,30-145,HOU,,LAL,L (-9),1,39:11:00,8,20,0.4,2,9,0.222,16,18,0.889,0,6,6,7,0,1,6,3,34,22.6,-12
42,41,1/20/2020,30-147,HOU,,OKC,L (-5),1,38:55:00,9,29,0.31,1,17,0.059,10,13,0.769,2,7,9,6,1,1,4,3,29,15.3,-2
43,42,1/22/2020,30-149,HOU,,DEN,W (+16),1,31:24:00,6,13,0.462,2,6,0.333,13,15,0.867,1,4,5,5,2,0,3,3,27,22.7,7
44,43,1/24/2020,30-151,HOU,@,MIN,W (+7),1,34:31:00,3,13,0.231,0,6,0,6,6,1,0,4,4,5,0,3,3,4,12,6.3,-7
45,,1/26/2020,30-153,HOU,@,DEN,L (-7),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
46,,1/27/2020,30-154,HOU,@,UTA,W (+9),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
47,44,1/29/2020,30-156,HOU,@,POR,L (-13),1,38:16:00,5,18,0.278,2,8,0.25,6,6,1,1,4,5,4,2,2,6,3,18,8.3,-13
48,45,1/31/2020,30-158,HOU,,DAL,W (+7),1,37:25:00,10,25,0.4,6,14,0.429,9,10,0.9,2,14,16,6,4,0,3,4,35,30.3,9
49,46,2/2/2020,30-160,HOU,,NOP,W (+8),1,38:47:00,12,24,0.5,7,15,0.467,9,9,1,2,8,10,9,0,2,4,5,40,33.5,3
50,47,2/4/2020,30-162,HOU,,CHO,W (+15),1,39:48:00,11,26,0.423,4,11,0.364,14,15,0.933,3,6,9,12,3,1,3,4,40,37.2,20
51,48,2/6/2020,30-164,HOU,@,LAL,W (+10),1,35:10:00,3,10,0.3,1,6,0.167,7,7,1,0,7,7,7,2,0,3,5,14,12.2,-3
52,49,2/7/2020,30-165,HOU,@,PHO,L (-36),1,30:15:00,9,19,0.474,5,10,0.5,9,10,0.9,0,2,2,5,1,1,5,4,32,21.1,-20
53,50,2/9/2020,30-167,HOU,,UTA,L (-1),1,38:49:00,11,23,0.478,2,13,0.154,4,6,0.667,1,9,10,10,1,2,1,5,28,25.3,8
54,51,2/11/2020,30-169,HOU,,BOS,W (+11),1,38:38:00,9,19,0.474,7,16,0.438,17,18,0.944,0,8,8,7,1,1,6,5,42,32.9,24
55,52,2/20/2020,30-178,HOU,@,GSW,W (+30),1,30:10:00,6,16,0.375,3,12,0.25,14,15,0.933,0,3,3,10,3,2,1,3,29,29.9,32
56,53,2/22/2020,30-180,HOU,@,UTA,W (+10),1,37:08:00,13,23,0.565,6,11,0.545,6,9,0.667,1,4,5,7,2,1,3,3,38,31.2,24
57,54,2/24/2020,30-182,HOU,,NYK,W (+11),1,33:52:00,14,25,0.56,4,11,0.364,5,9,0.556,2,4,6,9,2,0,6,3,37,27.2,3
58,55,2/26/2020,30-184,HOU,,MEM,W (+28),1,28:01:00,9,16,0.563,7,12,0.583,5,6,0.833,2,5,7,3,1,0,5,4,30,21.4,7
59,56,2/29/2020,30-187,HOU,@,BOS,W (+1),1,40:57:00,7,24,0.292,4,17,0.235,3,3,1,0,4,4,8,3,0,5,3,21,10.6,9
60,57,3/2/2020,30-189,HOU,@,NYK,L (-2),1,39:08:00,8,22,0.364,3,13,0.231,16,16,1,1,1,2,8,4,0,3,4,35,28.8,9
61,58,3/5/2020,30-192,HOU,,LAC,L (-15),1,27:57:00,4,17,0.235,0,8,0,8,11,0.727,0,7,7,4,1,0,4,3,16,5.2,-19
62,59,3/7/2020,30-194,HOU,@,CHO,L (-9),1,45:18:00,8,22,0.364,2,11,0.182,12,14,0.857,1,9,10,14,2,0,10,5,30,20.2,-9
63,60,3/8/2020,30-195,HOU,,ORL,L (-20),1,32:15:00,6,19,0.316,3,10,0.3,8,10,0.8,2,5,7,6,3,0,4,3,23,16.2,-15
64,61,3/10/2020,30-197,HOU,,MIN,W (+6),1,35:50:00,11,19,0.579,5,10,0.5,10,14,0.714,0,4,4,7,2,1,3,1,37,31.9,-5
1,1,10/17/2018,29-052,HOU,,NOP,L (-19),1,34:43:00,6,15,0.4,3,8,0.375,3,4,0.75,2,7,9,10,3,1,4,2,18,18.9,-23
2,2,10/20/2018,29-055,HOU,@,LAL,W (+9),1,37:50:00,10,19,0.526,5,10,0.5,11,15,0.733,1,6,7,5,2,1,6,2,36,27,-3
3,3,10/21/2018,29-056,HOU,@,LAC,L (-3),1,39:45:00,11,26,0.423,4,12,0.333,5,6,0.833,0,4,4,14,2,0,3,1,31,26.4,5
4,4,10/24/2018,29-059,HOU,,UTA,L (-11),1,31:38:00,10,19,0.526,3,4,0.75,6,9,0.667,1,4,5,7,1,0,7,4,29,17.7,-5
5,,10/26/2018,29-061,HOU,,LAC,L (-20),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,,10/30/2018,29-065,HOU,,POR,L (-19),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
7,,11/2/2018,29-068,HOU,@,BRK,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
8,5,11/3/2018,29-069,HOU,@,CHI,W (+8),1,33:16:00,7,17,0.412,5,12,0.417,6,8,0.75,0,1,1,7,4,0,8,3,25,15.1,9
9,6,11/5/2018,29-071,HOU,@,IND,W (+4),1,35:07:00,7,15,0.467,5,12,0.417,9,9,1,0,4,4,6,3,1,5,5,28,22.4,6
10,7,11/8/2018,29-074,HOU,@,OKC,L (-18),1,37:32:00,7,19,0.368,4,12,0.333,1,3,0.333,1,7,8,5,2,1,5,3,19,10.5,-13
11,8,11/10/2018,29-076,HOU,@,SAS,L (-7),1,38:31:00,7,27,0.259,1,13,0.077,10,13,0.769,0,6,6,3,2,2,2,3,25,11.8,-8
12,9,11/11/2018,29-077,HOU,,IND,W (+12),1,37:59:00,9,20,0.45,8,18,0.444,14,15,0.933,0,7,7,9,1,1,9,5,40,28.3,14
13,10,11/13/2018,29-079,HOU,@,DEN,W (+10),1,36:49:00,7,16,0.438,2,10,0.2,6,8,0.75,1,4,5,11,3,1,4,3,22,20.9,13
14,11,11/15/2018,29-081,HOU,,GSW,W (+21),1,32:05:00,8,23,0.348,4,14,0.286,7,8,0.875,0,3,3,3,2,0,1,4,27,16.1,11
15,12,11/17/2018,29-083,HOU,,SAC,W (+20),1,34:17:00,10,17,0.588,4,10,0.4,10,10,1,0,4,4,8,3,0,6,3,34,28.7,1
16,13,11/21/2018,29-087,HOU,,DET,W (+2),1,36:22:00,10,20,0.5,4,9,0.444,19,19,1,1,6,7,9,4,0,6,3,43,38.6,9
17,14,11/23/2018,29-089,HOU,@,DET,L (-5),1,40:53:00,9,27,0.333,3,11,0.273,12,14,0.857,1,1,2,8,0,1,7,5,33,15.2,-14
18,15,11/24/2018,29-090,HOU,@,CLE,L (-9),1,43:38:00,14,30,0.467,5,12,0.417,7,12,0.583,1,3,4,13,1,0,9,3,40,24.1,-2
19,16,11/26/2018,29-092,HOU,@,WAS,L (-4),1,47:21:00,17,32,0.531,7,15,0.467,13,15,0.867,1,7,8,13,3,0,11,4,54,39.9,7
20,17,11/28/2018,29-094,HOU,,DAL,L (-20),1,37:21:00,7,15,0.467,4,11,0.364,7,9,0.778,1,10,11,17,6,0,8,4,25,28.5,-16
21,18,11/30/2018,29-096,HOU,@,SAS,W (+31),1,27:35:00,9,20,0.45,3,11,0.273,2,2,1,1,6,7,10,0,1,2,4,23,19.2,33
22,19,12/1/2018,29-097,HOU,,CHI,W (+16),1,30:22:00,9,16,0.563,6,11,0.545,6,7,0.857,0,6,6,7,1,1,7,1,30,23,11
23,20,12/3/2018,29-099,HOU,@,MIN,L (-12),1,37:01:00,8,17,0.471,3,7,0.429,10,13,0.769,0,4,4,8,2,1,5,5,29,21.6,-13
24,21,12/6/2018,29-102,HOU,@,UTA,L (-27),1,27:58:00,5,16,0.313,2,8,0.25,3,3,1,1,5,6,2,0,0,7,3,15,1.2,-27
25,22,12/8/2018,29-104,HOU,@,DAL,L (-3),1,36:39:00,11,22,0.5,6,16,0.375,7,7,1,0,4,4,8,1,1,6,5,35,24.5,-8
26,23,12/11/2018,29-107,HOU,,POR,W (+7),1,32:28:00,10,21,0.476,4,9,0.444,5,7,0.714,0,1,1,4,1,0,2,4,29,18,-15
27,24,12/13/2018,29-109,HOU,,LAL,W (+15),1,35:28:00,14,26,0.538,4,12,0.333,18,19,0.947,2,8,10,11,2,0,6,4,50,42.9,14
28,25,12/15/2018,29-111,HOU,@,MEM,W (+8),1,40:32:00,9,14,0.643,3,7,0.429,11,13,0.846,0,12,12,10,2,0,5,1,32,32.2,3
29,26,12/17/2018,29-113,HOU,,UTA,W (+5),1,40:34:00,14,31,0.452,4,12,0.333,15,16,0.938,0,6,6,5,5,0,5,4,47,34.2,-1
30,27,12/19/2018,29-115,HOU,,WAS,W (+18),1,33:38:00,10,18,0.556,6,11,0.545,9,9,1,0,3,3,9,2,0,2,4,35,32,12
31,28,12/20/2018,29-116,HOU,@,MIA,L (-2),1,42:49:00,7,23,0.304,6,14,0.429,15,18,0.833,1,5,6,12,2,0,3,4,35,28.5,6
32,29,12/22/2018,29-118,HOU,,SAS,W (+7),1,41:07:00,12,34,0.353,7,19,0.368,8,9,0.889,2,2,4,10,2,0,3,4,39,26,14
33,30,12/25/2018,29-121,HOU,,OKC,W (+4),1,38:48:00,15,35,0.429,5,16,0.313,6,7,0.857,2,4,6,7,2,1,6,3,41,25.1,4
34,31,12/27/2018,29-123,HOU,,BOS,W (+14),1,38:31:00,11,26,0.423,9,18,0.5,14,17,0.824,0,2,2,6,0,1,6,2,45,28.7,3
35,32,12/29/2018,29-125,HOU,@,NOP,W (+4),1,37:01:00,10,25,0.4,7,17,0.412,14,14,1,3,6,9,6,3,2,7,4,41,31.4,-6
36,33,12/31/2018,29-127,HOU,,MEM,W (+12),1,41:03:00,8,19,0.421,6,12,0.5,21,27,0.778,1,9,10,13,2,0,9,3,43,34.8,21
37,34,1/3/2019,29-130,HOU,@,GSW,W (+1),1,44:01:00,13,32,0.406,10,23,0.435,8,9,0.889,2,8,10,15,1,2,7,4,44,34.5,5
38,35,1/5/2019,29-132,HOU,@,POR,L (-9),1,36:59:00,13,35,0.371,5,17,0.294,7,7,1,0,5,5,7,1,1,7,4,38,18.2,-14
